names,predictions,confidences
dugald campbell,Celtic,75.696
benedict rosen,African,66.607
stephen wilson,Celtic,83.569
michael kasbar,European,39.944
robert boughner,Celtic,50.41
brad morrice,Celtic,54.107
allen lay,Celtic,46.165
gregory avis,African,49.275
robert mccall,Celtic,90.71
susan schwab,European,56.069
raymond nielsen,Nordic,98.038
richard belluzzo,European,42.28
gregory kenny,African,55.976
ralph edwards,Celtic,48.996
jan lecroy,European,89.913
kelly chan,EastAsian,86.816
john obrien,Celtic,53.977
roger kimmel,European,62.392
michael jeffries,Celtic,70.262
daniel warmenhoven,European,48.62
james mcguire,Celtic,95.204
lloyd frank,African,54.802
stephen rabinowitz,African,88.033
mathew hart,Celtic,45.177
martin gruss,European,78.319
albert febbo,Hispanic,60.199
kevin reilly,Celtic,75.793
ronald kruse,African,59.937
stephen stamas,Celtic,53.081
roy whitfield,Celtic,88.066
richard west,Celtic,69.675
thomas leonard,Celtic,63.552
halsey sandford,African,48.297
edward mazze,Muslim,54.55
alphonse frei,European,32.292
james armstrong,Celtic,91.412
gerald wedren,European,58.979
charles yamarone,European,38.311
john chen,EastAsian,91.465
lauralee martin,European,38.076
russell huffer,Celtic,64.029
thomas wiggans,Celtic,67.241
arthur zafiropoulo,African,80.57
william pollock,Celtic,84.393
anthony soave,Celtic,76.631
darryl hartleyleonard,Celtic,58.375
ray compton,Celtic,88.092
jesse nichols,Celtic,54.604
archibald mcgill,Celtic,80.116
irvin reid,Muslim,70.399
casey sylla,European,40.577
paul guenther,European,69.431
patrick mulcahy,Celtic,71.812
benson shapiro,African,86.982
john bates,Celtic,78.663
benjamin holmes,Celtic,80.276
rockell hankin,Celtic,55.459
robert neumeister,European,96.163
robert howard,Celtic,79.782
eric johnson,Celtic,43.704
richard love,Celtic,66.537
patricia stonesifer,Celtic,41.606
glade knight,African,85.053
gerald lenrow,Celtic,32.092
gerald benjamin,African,36.714
otis brawley,Celtic,87.109
stephen sogin,Celtic,61.574
robert dewey,Celtic,81.597
derek dewan,Celtic,78.466
william keiper,Celtic,88.667
james campbell,Celtic,93.802
franklin raines,Hispanic,89.15
theodore roth,Nordic,47.658
fred chan,EastAsian,65.574
edwin levy,European,61.863
viren mehta,SouthAsian,94.327
charles rampacek,European,92.222
bruce slovin,African,72.978
joel staff,Celtic,52.736
denise debartolo,European,55.806
christopher dutton,Celtic,87.562
brian lipke,Celtic,48.696
cremer berkenstadt,Nordic,97.159
kevin kirby,Celtic,92.076
reginald newman,Celtic,88.227
thomas saunders,Celtic,70.331
robert johnson,Celtic,62.12
james spira,Celtic,37.893
john palmour,Celtic,77.971
thomas gibson,Celtic,77.153
jeffrey raikes,Hispanic,42.815
richard anderson,Celtic,74.028
neal goldman,African,56.611
frank gabron,European,65.634
alexander barkas,European,65.823
alan walton,Celtic,90.436
richard cashin,Celtic,59.219
mark millet,European,46.063
brian shore,Celtic,73.694
howard rose,Celtic,76.878
alan spoon,Celtic,77.451
scott wolstein,Celtic,64.805
howard bernstein,Celtic,47.729
barbara rambo,African,74.946
steven rogers,Celtic,78.663
ralph cruz,Hispanic,95.271
harriet mouchlyweiss,European,41.857
ronald duncan,Celtic,85.207
eric bolton,Celtic,51.61
shikhar ghosh,SouthAsian,92.696
william elston,Celtic,85.258
thomas slater,Celtic,42.699
elizabeth eveillard,Celtic,76.362
michael fascitelli,European,58.892
gerald rubin,Hispanic,64.587
robert leblanc,European,77.18
joseph england,Celtic,78.411
robert best,Celtic,81.539
gary kreider,Celtic,51.216
joseph adamko,African,91.826
jon diamond,Celtic,82.222
robert wadsworth,Celtic,91.796
walter johnson,African,60.909
theodore sands,European,75.156
james baroffio,African,52.735
edward schmitt,European,94.056
thomas pitcher,Celtic,74.185
robert clarke,Celtic,85.756
robert bosworth,Celtic,88.303
steven goldby,Celtic,82.969
jonathan ornstein,African,38.592
robert roath,Celtic,72.609
william galtney,Celtic,84.977
robert smith,Celtic,69.583
william graham,Celtic,86.587
eugene banucci,Hispanic,55.101
joy amundson,African,75.056
richard beck,Celtic,43.182
dominic ng,EastAsian,68.657
arnold donald,Celtic,71.762
raymond wooldridge,Celtic,89.087
pamela goergen,European,66.595
paul gudonis,European,93.521
aubrey mcclendon,Celtic,75.387
michael flynn,Celtic,79.471
steven rogers,Celtic,78.663
joseph tarquini,Hispanic,80.105
lisa stanley,Celtic,90.777
kelvin davis,Celtic,41.603
jamie gorelick,Celtic,93.625
james lee,EastAsian,68.212
gary abromovitz,African,54.167
richard montoni,Hispanic,39.729
danny gurr,Celtic,77.019
peter saunders,Celtic,65.148
harry van,European,71.514
rhys best,Celtic,80.196
richard kraemer,European,68.832
john swann,Celtic,51.094
thomas van,European,93.984
robert brooks,Celtic,86.251
donald weber,African,63.808
walter robb,European,87.213
robert akins,European,56.732
pendleton siegel,African,92.022
andrew sukawaty,EastAsian,43.261
william rastetter,Celtic,70.407
richard reese,Celtic,81.402
susan bayh,Celtic,84.397
robert spencer,Celtic,85.448
louis varone,European,75.385
pike aloian,European,32.702
susan elliott,Celtic,91.343
michael dinkins,Celtic,80.891
robert taylor,Celtic,74.134
klauspeter muller,European,93.375
john martinson,Celtic,68.651
bruce coleman,African,83.662
harrell beck,African,53.343
john marakas,African,58.045
ronald turner,Celtic,76.635
bb hollingsworth,Nordic,81.698
breene kerr,African,76.134
edward mentzer,European,58.149
peter grua,European,67.288
john stanton,Celtic,86.522
ted lanier,European,56.84
richard bauer,European,50.869
james joy,SouthAsian,81.594
katherine augustdewilde,Celtic,40.388
william riley,Celtic,91.083
max hall,Celtic,46.226
richard syron,Celtic,61.117
howard oconnell,Celtic,89.803
gregory turnbull,Celtic,57.775
andris baltins,European,92.696
kosta kartsotis,European,92.701
douglas crocker,Celtic,74.491
gerald fels,African,48.867
paul schorr,European,45.765
ronald defeo,Hispanic,49.26
robert moss,Nordic,56.705
david brown,Celtic,73.565
david tendler,Celtic,61.109
william sorin,Hispanic,77.66
yutaka sakurada,EastAsian,99.585
robert larson,Celtic,71.527
john grinalds,Celtic,67.713
john dunham,Celtic,83.745
andres palandjoglou,European,48.254
eugene rossides,African,48.125
alice hayes,Celtic,67.679
abbie griffin,Celtic,74.191
james raines,Celtic,87.99
barbara thomas,European,84.353
robert currey,Celtic,89.353
phillip kostuik,Nordic,41.008
william boyd,Celtic,87.653
robert norfleet,Nordic,73.307
melvin hecktman,African,46.286
thomas dolan,Celtic,58.125
william zollars,Celtic,44.862
edgar cummins,Celtic,59.3
torre bates,Nordic,99.713
john giffen,Celtic,88.302
joseph farrell,Celtic,77.084
adolphus baker,African,78.096
david butters,Celtic,71.855
peter mok,Celtic,35.507
leatrice ducat,European,75.31
irving lyons,African,70.576
james mezera,African,95.124
frank marshall,Celtic,65.838
robert whilden,Celtic,90.156
denis kelly,Celtic,72.645
david dantoni,European,42.676
william spivey,Celtic,89.889
jonathan sokoloff,African,76.73
kenneth heitz,Nordic,49.837
henry pao,Hispanic,55.846
andrew schuon,African,66.821
james seneff,Celtic,49.275
morris siegel,African,33.871
sally kasaks,Nordic,32.763
douglas hayes,Celtic,78.222
thomas lowery,Celtic,84.525
paul manley,Celtic,90.56
dana anderson,Nordic,48.971
stanley moore,Celtic,60.122
rex adams,African,58.701
denis bovin,European,91.604
gerald taylor,Celtic,60.937
patrick haden,Celtic,83.804
timothy barberich,Celtic,48.871
roger anderson,Celtic,54.516
william benedetto,African,28.946
patrick flinn,European,41.509
thomas willardson,Celtic,76.96
bill sanderson,Celtic,61.3
samuel furrow,Celtic,83.642
martin kimmel,European,77.148
david edwab,African,37.951
lawrence glaubinger,Celtic,37.175
richard schwarz,European,90.026
james teagle,Celtic,92.542
william greene,Celtic,71.964
julius jensen,Nordic,88.71
scot sellers,Celtic,80.56
gail neuman,Celtic,79.073
jeffrey kodosky,European,26.028
eugene cordes,Hispanic,62.467
lawrence portner,Celtic,51.455
stephen sadove,Celtic,77.546
dennis holt,Celtic,64.432
andrew morse,Celtic,73.828
stephen wertheimer,European,46.804
bradly call,Celtic,66.049
michael abney,African,44.512
sunil wadhwani,SouthAsian,95.378
walter scherr,European,90.738
william boyd,Celtic,87.653
zack pate,Celtic,52.621
bruce daniels,African,89.122
michael jeffries,Celtic,70.262
lee hillman,Celtic,81.645
jack evans,Celtic,90.598
paul stebbins,Celtic,72.149
thomas mcauley,Celtic,89.117
robert fogelman,European,34.659
george huang,EastAsian,84.254
brian tedeschi,European,38.426
kobi alexander,African,92.853
john preschlack,African,56.282
james koch,African,31.605
regan remillard,Celtic,53.593
paul west,Celtic,82.883
jacob jacobsson,Nordic,99.818
michael hayes,Celtic,64.683
robert boswell,Celtic,85.319
ann merrifield,Celtic,88.635
david drury,Celtic,50.767
robert hormats,European,82.95
laurence fink,African,54.112
edwin sidman,Celtic,71.527
jp bryan,Celtic,82.13
john dunne,Celtic,90.308
robert beck,Celtic,40.799
brian keane,Celtic,88.379
greg weaver,Celtic,88.579
donald johnston,Celtic,81.988
john sinders,Nordic,41.455
bruce ross,African,74.743
james herbert,Celtic,79.134
jeffery garten,Celtic,64.22
howard lipson,Celtic,82.811
edward zander,European,48.262
ramiro guzman,Hispanic,99.313
david ferraro,Hispanic,40.679
george eisele,European,56.396
alan cohen,Celtic,58.563
kenneth coleman,Celtic,66.771
larry alexander,Celtic,66.189
robert frome,European,55.038
david george,Celtic,49.436
richard sandor,Celtic,32.651
ronald elmquist,Nordic,87.762
sandra horbach,European,74.785
philip drumheller,Celtic,60.754
steven lewis,Celtic,83.372
gilbert danielson,Celtic,58.624
lee hirschey,Celtic,75.774
mary widener,Celtic,30.214
elwood spedden,Celtic,50.999
jack noonan,Celtic,73.728
michael jesselson,Celtic,71.168
david lesar,African,38.442
richard cote,Celtic,71.78
cynthia croatti,Celtic,44.15
ernest pomerleau,European,52.138
joseph buckelew,Celtic,87.533
hc bailey,Celtic,68.447
robert sanderson,Celtic,75.45
jay schottenstein,African,45.031
richard leventhal,European,67.758
bruce choate,African,92.846
john fain,Celtic,80.656
david heaney,Celtic,89.842
boon hwee,EastAsian,76.528
james mcanally,Celtic,91.478
david savner,Celtic,40.87
walter stonehocker,European,91.148
dana callow,Celtic,73.895
michael mann,European,39.033
harold blumenstein,European,75.463
arthur coviello,European,48.701
roger king,Celtic,67.092
mitchell jacobson,African,52.594
peter grauer,European,78.818
orwin carter,Celtic,63.514
ward sauvage,Nordic,98.442
burtt ehrlich,European,55.885
edward coppola,Celtic,49.726
william bannen,Celtic,63.877
robert deuster,European,79.672
giora yaron,European,61.034
john schweitzer,European,61.383
ronald mccall,Celtic,89.848
david klapper,European,66.287
douglas geoga,African,83.034
ralph tysdal,Nordic,99.05
jeffrey schwartz,African,50.289
sasson somekh,Nordic,55.36
don hubble,Celtic,88.794
edward braun,European,90.029
corrado federico,European,86.106
michael palitz,European,37.886
mark mcdade,Celtic,90.54
howard cannon,Celtic,93.506
lawrence bennigson,Celtic,72.67
donna more,Celtic,79.889
grant heidrich,African,89.173
robert freeman,Celtic,87.357
herbert weissbach,European,91.826
roger wiest,European,45.441
paul otellini,European,53.573
christopher drahozal,Hispanic,58.104
emilio fernandez,Hispanic,97.86
ari deshe,European,38.099
frank bramanti,European,71.047
daniel leever,Celtic,39.331
douglas perry,Celtic,79.156
rinaldo brutoco,Hispanic,90.846
jeffrey sonnenfeld,Celtic,67.36
martin stein,European,60.869
janice scites,Celtic,66.234
james dykes,Celtic,90.799
ranko cucuz,European,94.417
robert knutson,Nordic,98.765
ralph lauren,European,84.214
merritt lutz,European,76.903
leslie frecon,Celtic,49.066
frank lanza,European,36.06
john idol,African,74.683
kathleen bang,Celtic,32.934
casey mahon,African,60.185
eileen more,Celtic,86.763
richard thompson,Celtic,77.972
george butvilas,European,81.862
alan mcnally,Celtic,93.349
john baker,Celtic,79.503
david hoster,Celtic,76.393
william hurley,Celtic,81.204
benedict choy,Hispanic,28.848
richard king,Celtic,60.817
james cardwell,Celtic,95.072
john golden,Celtic,84.928
curt hecker,European,90.002
james sulat,Hispanic,84.468
clifford hinkle,Celtic,51.432
keith thomson,Celtic,87.319
vincent ryan,African,59.509
paul whetsell,Celtic,89.46
brian bachman,Celtic,34.14
elaine ullian,Celtic,72.52
stephen vanderwoude,Celtic,58.595
richard dumler,Celtic,45.197
elaine didier,Celtic,66.45
laurence berg,African,84.249
robert schlutz,European,94.614
charles walters,Celtic,77.049
charles koch,African,51.487
francesca ruiz,European,70.756
patrick curtin,Celtic,81.503
louis brown,African,78.982
richard sherman,Celtic,75.789
stephen bershad,Celtic,71.701
john von,SouthAsian,38.356
robert stift,Celtic,62.135
ronald laborde,Hispanic,96.601
michael chang,EastAsian,82.727
james burra,Hispanic,52.313
jay gellert,Celtic,63.831
richard albrecht,European,66.24
dennis gershenson,Celtic,61.641
gerald szczepanski,European,92.451
irwin lowenstein,European,50.234
william stallkamp,Celtic,45.689
james kelly,Celtic,91.01
john keane,Celtic,90.387
gary kaseff,African,76.773
wayne hughes,Celtic,78.459
robert atwell,Celtic,82.237
john denlinger,Celtic,81.458
william pesce,Celtic,80.0
richard siegel,European,55.746
maria sastre,Hispanic,73.444
alexander mclean,Celtic,91.141
james smith,Celtic,63.164
john dwight,Celtic,87.504
david bernauer,European,73.147
james cownie,Celtic,91.002
james biondi,African,94.414
uri harkham,SouthAsian,20.881
john clarke,Celtic,81.364
thomas reiser,European,84.183
timothy howard,Celtic,82.962
george lopez,Hispanic,69.122
jeffrey friedman,African,49.746
benjamin gilmore,Celtic,88.342
albert mcalister,Celtic,69.64
marshall wishnack,Celtic,65.181
jonathan klein,African,71.036
thomas werner,European,68.051
gabriel schmergel,European,92.481
james postl,Celtic,76.046
michael keane,Celtic,85.877
ballard weeks,Celtic,48.545
douglas timmerman,Celtic,54.165
asbjorn larsen,Nordic,99.869
jan collmer,Nordic,87.334
maybank hagood,African,24.423
igal kohavi,Muslim,77.047
ashok trivedi,SouthAsian,98.327
pearson cummin,Celtic,77.442
robert meister,European,56.915
robert greber,European,71.598
pierre de,European,30.807
mace siegel,Hispanic,66.751
patrick lee,Celtic,37.351
mark sanders,Celtic,79.79
calvin hill,Celtic,48.912
heinrich stenger,European,79.59
robert boehlke,European,91.227
thomas corcoran,Celtic,81.78
alfred woods,Celtic,58.865
samuel allen,African,51.516
david norbury,Celtic,83.124
barbara isgur,Celtic,42.215
hugh west,Celtic,77.613
colleen conwaywelch,African,78.952
phillip london,Celtic,85.697
philip francis,Celtic,65.666
robert rayne,Celtic,84.525
mark johnson,Celtic,46.182
richard chapman,Celtic,58.29
allan hershfield,Celtic,83.273
bruce edwards,African,62.183
robert morgado,Hispanic,93.693
stephen blank,Celtic,84.32
jeffrey sagansky,Celtic,41.937
stephen jennings,Celtic,85.724
bruce van,African,77.913
joe lynch,Celtic,86.328
john benbow,Celtic,81.746
joshua sosland,Celtic,70.013
chifoon chan,EastAsian,91.682
michael barnes,Celtic,67.507
dunson cheng,EastAsian,94.919
robert denham,Celtic,91.375
dane brooksher,Celtic,89.762
samuel mencoff,Celtic,62.435
james apple,Celtic,91.583
joe grills,Celtic,71.792
gary sbona,African,76.574
george wells,Celtic,73.614
walter tyree,Celtic,54.277
robert campbell,Celtic,89.601
john bertucci,Celtic,39.956
raimon conlisk,Celtic,55.908
red cavaney,Celtic,84.862
jerry leitman,Nordic,63.024
andrew mckelvey,Celtic,86.376
ralph clark,Celtic,71.299
lottie shackelford,Celtic,86.239
anthony bergamo,Hispanic,92.875
greg larson,Celtic,67.567
michael anderson,Celtic,59.226
robert millard,Celtic,86.406
fred young,Celtic,68.203
natalie black,Celtic,81.271
jal shroff,SouthAsian,78.297
cheryl turnbull,Celtic,60.046
dwight taylor,Celtic,57.689
michael slade,Celtic,47.895
william wallace,Celtic,87.896
jared cohon,Hispanic,89.674
dennis aronowitz,African,83.599
ronald havner,Celtic,58.348
errol cook,Celtic,77.138
a giannopoulos,European,87.299
glenn kalnasy,Celtic,59.013
phil livingston,Celtic,78.12
paul donovan,Celtic,89.005
marie bravo,Hispanic,84.144
john stollenwerk,Nordic,36.766
larry sablosky,Celtic,63.025
david wegmann,European,81.84
john sterling,Nordic,61.36
timothy maudlin,Celtic,90.327
roger lucas,Hispanic,51.948
robert culp,Celtic,90.093
richard fishman,Celtic,50.492
edwin harper,Celtic,79.178
john burkhart,Celtic,39.126
carlos gutierrez,Hispanic,96.852
brooks pennington,Celtic,74.113
allen doane,Celtic,78.524
ajay chopra,SouthAsian,86.564
young sohn,EastAsian,89.542
stephen feinberg,Celtic,45.59
christine jacobs,Celtic,56.73
glenn christenson,Nordic,61.304
william jesse,African,38.769
oliver ames,Celtic,42.321
william rogers,Celtic,80.861
karen rhoads,Celtic,81.52
john depodesta,Hispanic,94.754
mark milstein,African,68.124
joel peterson,Celtic,43.133
robert cremin,Celtic,47.273
martin koffel,European,80.209
peter wilde,Celtic,74.084
fred fehrenbach,European,71.403
jonathan baum,European,42.607
ann hackett,Celtic,91.359
sanford kane,African,49.714
michael campbell,Celtic,76.072
eugene roth,European,55.237
byron rubin,European,59.123
robert sadler,Celtic,86.122
patrick mcginnis,Celtic,88.419
mitchell saranow,Hispanic,66.946
stephen mahle,African,35.548
thomas boren,Nordic,95.042
thomas oland,Nordic,93.967
hugh brown,African,49.911
edward tuck,Celtic,44.743
janet alpert,Celtic,81.576
ronald fogleman,African,35.97
alec ellison,Celtic,74.371
kenneth goodman,Celtic,69.781
charles revoile,Celtic,55.787
james mrazek,Celtic,28.261
don bailey,Celtic,82.458
