dirid,first,last,fullname,female,ethnicity,ethnicity_recode,names,predictions,confidences,predictions_recode,predictions_recode_strict
1817.0,austin,brockenbrough,"AUSTIN BROCKENBROUGH, III",,CAUCASIAN,White,"AUSTIN BROCKENBROUGH, III",African,49.854,Black,Unknown
1818.0,marshall,schwarz,H MARSHALL SCHWARZ,0.0,C,White,H MARSHALL SCHWARZ,African,38.441,Black,Unknown
1821.0,felix,zandman,FELIX ZANDMAN,,U,Unknown,FELIX ZANDMAN,European,33.589,White,Unknown
1824.0,gerald,paul,GERALD PAUL,,CAUCASIAN,White,GERALD PAUL,Celtic,37.145,White,Unknown
1825.0,philip,burguieres,PHILIP J BURGUIERES,0.0,U,Unknown,PHILIP J BURGUIERES,Hispanic,39.237,Hispanic,Unknown
1828.0,william,berkley,WILLIAM R. BERKLEY,,CAUCASIAN,White,WILLIAM R. BERKLEY,Celtic,80.83,White,White
1829.0,robert,hodes,ROBERT B HODES,0.0,U,Unknown,ROBERT B HODES,Celtic,92.551,White,White
1830.0,jack,nusbaum,JACK H NUSBAUM,0.0,C,White,JACK H NUSBAUM,European,52.659,White,Unknown
1832.0,robert,turner,ROBERT E TURNER,0.0,C,White,ROBERT E TURNER,Celtic,79.004,White,White
1833.0,frank,perna,FRANK PERNA JR.,,CAUCASIAN,White,FRANK PERNA JR.,Hispanic,97.25,Hispanic,Hispanic
1834.0,michael,hagan,J MICHAEL HAGAN,0.0,U,Unknown,J MICHAEL HAGAN,Celtic,79.726,White,White
1836.0,herbert,zarkin,HERBERT J ZARKIN,0.0,C,White,HERBERT J ZARKIN,Celtic,57.997,White,Unknown
1837.0,richard,frank,RICHARD M. FRANK,,CAUCASIAN,White,RICHARD M. FRANK,Celtic,81.162,White,White
1838.0,michael,magusiak,MICHAEL H MAGUSIAK,0.0,C,White,MICHAEL H MAGUSIAK,African,48.106,Black,Unknown
1841.0,bruce,klatsky,BRUCE KLATSKY,,CAUCASIAN,White,BRUCE KLATSKY,African,78.343,Black,Black
1842.0,edward,cohen,EDWARD H COHEN,0.0,U,Unknown,EDWARD H COHEN,African,37.276,Black,Unknown
1843.0,dale,kramer,DALE P KRAMER,0.0,C,White,DALE P KRAMER,Celtic,32.999,White,Unknown
1844.0,william,kearns,WILLIAM M KEARNS JR,0.0,C,White,WILLIAM M KEARNS JR,Celtic,73.797,White,White
1845.0,michael,glazer,MICHAEL L GLAZER,,UNKNOWN,Unknown,MICHAEL L GLAZER,African,79.487,Black,Black
1846.0,john,prann,JOHN R PRANN JR.,,UNKNOWN,Unknown,JOHN R PRANN JR.,Hispanic,97.656,Hispanic,Hispanic
1851.0,robert,cowen,ROBERT N COWEN,0.0,U,Unknown,ROBERT N COWEN,Celtic,87.573,White,White
1853.0,stanley,komaroff,STANLEY KOMAROFF,,CAUCASIAN,White,STANLEY KOMAROFF,European,33.281,White,Unknown
1854.0,james,evans,JAMES E. EVANS,,CAUCASIAN,White,JAMES E. EVANS,Celtic,90.464,White,White
1855.0,carl,lindner,CARL H. LINDNER III,,CAUCASIAN,White,CARL H. LINDNER III,EastAsian,79.579,Asian,Asian
1856.0,craig,lindner,S LINDNER,,CAUCASIAN,White,S LINDNER,Nordic,89.177,White,White
1858.0,bob,oneal,BOB H. O'NEAL,,UNKNOWN,Unknown,BOB H. O'NEAL,Celtic,69.742,White,Unknown
1859.0,rodger,dowdell,RODGER B DOWDELL JR,0.0,U,Unknown,RODGER B DOWDELL JR,Hispanic,98.406,Hispanic,Hispanic
1860.0,neil,rasmussen,NEIL E RASMUSSEN,0.0,C,White,NEIL E RASMUSSEN,African,43.086,Black,Unknown
1861.0,emanuel,landsman,EMANUEL E LANDSMAN,,U,Unknown,EMANUEL E LANDSMAN,African,79.452,Black,Black
1862.0,ervin,lyon,ERVIN F LYON,,U,Unknown,ERVIN F LYON,EastAsian,27.841,Asian,Unknown
1867.0,james,tobin,JAMES R TOBIN,0.0,C,White,JAMES R TOBIN,Celtic,88.966,White,White
1869.0,dale,hilpert,DALE W HILPERT,,U,Unknown,DALE W HILPERT,Celtic,72.655,White,White
1870.0,roger,farah,ROGER N. FARAH,,CAUCASIAN,White,ROGER N. FARAH,Celtic,57.854,White,Unknown
1871.0,christopher,sinclair,CHRISTOPHER A SINCLAIR,0.0,Caucasian,White,CHRISTOPHER A SINCLAIR,Celtic,80.097,White,White
1872.0,leo,liebowitz,LEO LIEBOWITZ,,CAUCASIAN,White,LEO LIEBOWITZ,African,79.604,Black,Black
1873.0,milton,cooper,MILTON COOPER,,CAUCASIAN,White,MILTON COOPER,African,61.081,Black,Unknown
1875.0,marla,schaefer,MARLA L SCHAEFER,1.0,U,Unknown,MARLA L SCHAEFER,European,82.986,White,White
1876.0,robert,bagby,ROBERT L BAGBY,0.0,Caucasian,White,ROBERT L BAGBY,Celtic,53.717,White,Unknown
1878.0,mel,karmazin,MEL KARMAZIN,0.0,U,Unknown,MEL KARMAZIN,Muslim,64.711,MiddleEastern,Unknown
1879.0,farid,suleman,FARID SULEMAN,0.0,C,White,FARID SULEMAN,Muslim,43.631,MiddleEastern,Unknown
1883.0,norman,matthews,NORMAN S MATTHEWS,0.0,C,White,NORMAN S MATTHEWS,Celtic,79.827,White,White
1885.0,gerald,bisbee,GERALD E. BISBEE JR.,,CAUCASIAN,White,GERALD E. BISBEE JR.,Hispanic,61.891,Hispanic,Unknown
1886.0,laurence,korn,LAURENCE JAY KORN,0.0,C,White,LAURENCE JAY KORN,Celtic,52.046,White,Unknown
1887.0,jon,saxe,JON S SAXE,0.0,C,White,JON S SAXE,Nordic,62.449,White,Unknown
1888.0,cary,queen,CARY L QUEEN,0.0,C,White,CARY L QUEEN,EastAsian,76.187,Asian,Asian
1889.0,george,gould,GEORGE M GOULD,0.0,U,Unknown,GEORGE M GOULD,Celtic,74.868,White,White
1894.0,robert,horton,ROBERT B HORTON,0.0,U,Unknown,ROBERT B HORTON,Celtic,91.323,White,White
1895.0,jd,scott,JD SCOTT,0.0,C,White,JD SCOTT,Celtic,76.794,White,White
1897.0,richard,farmer,RICHARD T FARMER,0.0,C,White,RICHARD T FARMER,Celtic,83.718,White,White
1898.0,richard,schulze,RICHARD M SCHULZE,,CAUCASIAN,White,RICHARD M SCHULZE,European,44.157,White,Unknown
1899.0,bradbury,anderson,BRADBURY H ANDERSON,0.0,C,White,BRADBURY H ANDERSON,African,57.774,Black,Unknown
1900.0,elliot,kaplan,ELLIOT S KAPLAN,0.0,C,White,ELLIOT S KAPLAN,Celtic,88.801,White,White
1901.0,paul,choquette,PAUL J CHOQUETTE JR,,U,Unknown,PAUL J CHOQUETTE JR,Hispanic,94.39,Hispanic,Hispanic
1903.0,robert,goergen,ROBERT B GOERGEN,0.0,U,Unknown,ROBERT B GOERGEN,European,56.992,White,Unknown
1905.0,hugh,maclellan,HUGH O MACLELLAN JR,0.0,C,White,HUGH O MACLELLAN JR,Hispanic,77.739,Hispanic,Hispanic
1906.0,frederick,frank,FREDERICK FRANK,,UNKNOWN,Unknown,FREDERICK FRANK,Nordic,42.368,White,Unknown
1907.0,charles,dolan,CHARLES F. DOLAN,,CAUCASIAN,White,CHARLES F. DOLAN,Celtic,87.104,White,White
1908.0,william,bell,WILLIAM J. BELL,,CAUCASIAN,White,WILLIAM J. BELL,Celtic,89.806,White,White
1911.0,patrick,dolan,PATRICK F. DOLAN,,CAUCASIAN,White,PATRICK F. DOLAN,Celtic,75.533,White,White
1914.0,james,martineau,JAMES L MARTINEAU,,CAUCASIAN,White,JAMES L MARTINEAU,Celtic,73.79,White,White
1917.0,marvin,girouard,MARVIN J GIROUARD,0.0,C,White,MARVIN J GIROUARD,European,52.514,White,Unknown
1918.0,james,hoak,JAMES M HOAK JR,0.0,C,White,JAMES M HOAK JR,Hispanic,64.253,Hispanic,Unknown
1919.0,james,dolan,JAMES DOLAN,,CAUCASIAN,White,JAMES DOLAN,Celtic,86.13,White,White
1921.0,robert,miller,ROBERT G MILLER,0.0,Caucasian,White,ROBERT G MILLER,Celtic,77.128,White,White
1925.0,milan,puskar,MILAN PUSKAR,0.0,C,White,MILAN PUSKAR,SouthAsian,69.654,Indian,Unknown
1927.0,c,todd,C B TODD,0.0,U,Unknown,C B TODD,Celtic,81.105,White,White
1928.0,david,chamberlain,DAVID M CHAMBERLAIN,0.0,U,Unknown,DAVID M CHAMBERLAIN,Celtic,88.556,White,White
1930.0,warren,eisenberg,WARREN EISENBERG,0.0,U,Unknown,WARREN EISENBERG,African,92.321,Black,Black
1931.0,leonard,feinstein,LEONARD FEINSTEIN,,U,Unknown,LEONARD FEINSTEIN,African,64.682,Black,Unknown
1933.0,klaus,eppler,KLAUS EPPLER,,CAUCASIAN,White,KLAUS EPPLER,European,95.218,White,White
1934.0,gerald,lippes,GERALD S. LIPPES,,CAUCASIAN,White,GERALD S. LIPPES,Celtic,29.17,White,Unknown
1936.0,angelo,mozilo,ANGELO R MOZILO,,U,Unknown,ANGELO R MOZILO,European,57.556,White,Unknown
1937.0,edwin,heller,EDWIN HELLER,0.0,C,White,EDWIN HELLER,European,54.191,White,Unknown
1938.0,william,omalley,WILLIAM C O'MALLEY,,CAUCASIAN,White,WILLIAM C O'MALLEY,Celtic,66.567,White,Unknown
1939.0,robert,boh,ROBERT H BOH,0.0,C,White,ROBERT H BOH,EastAsian,43.215,Asian,Unknown
1941.0,john,laborde,JOHN P LABORDE,0.0,C,White,JOHN P LABORDE,Hispanic,95.272,Hispanic,Hispanic
1942.0,michael,dell,MICHAEL S DELL,0.0,C,White,MICHAEL S DELL,Celtic,71.187,White,Unknown
1943.0,thomas,luce,THOMAS W. LUCE III,,CAUCASIAN,White,THOMAS W. LUCE III,European,32.248,White,Unknown
1945.0,steve,sanghi,STEVE SANGHI,0.0,Asian,Asian,STEVE SANGHI,Celtic,39.387,White,Unknown
1946.0,james,ukrop,JAMES E UKROP,0.0,Caucasian,White,JAMES E UKROP,Celtic,43.092,White,Unknown
1948.0,raymond,mason,RAYMOND A MASON,0.0,C,White,RAYMOND A MASON,Celtic,53.031,White,Unknown
1949.0,james,brinkley,JAMES W BRINKLEY,0.0,C,White,JAMES W BRINKLEY,Celtic,85.504,White,White
1950.0,richard,himelfarb,RICHARD J HIMELFARB,0.0,C,White,RICHARD J HIMELFARB,Celtic,87.385,White,White
1951.0,harry,ford,HARRY M FORD JR,0.0,U,Unknown,HARRY M FORD JR,Hispanic,94.763,Hispanic,Hispanic
1954.0,timothy,wallace,TIMOTHY R WALLACE,0.0,C,White,TIMOTHY R WALLACE,Celtic,87.218,White,White
1955.0,michael,hackworth,MICHAEL L. HACKWORTH,,CAUCASIAN,White,MICHAEL L. HACKWORTH,Celtic,78.807,White,White
1957.0,he,lentz,HE LENTZ,0.0,U,Unknown,HE LENTZ,Nordic,96.565,White,White
1958.0,john,reno,JOHN F RENO,0.0,C,White,JOHN F RENO,Hispanic,71.656,Hispanic,Unknown
1968.0,wilford,godbold,WILFORD D. GODBOLD JR.,,CAUCASIAN,White,WILFORD D. GODBOLD JR.,Hispanic,52.582,Hispanic,Unknown
1969.0,john,woodhull,JOHN R WOODHULL,0.0,U,Unknown,JOHN R WOODHULL,Celtic,81.613,White,White
1970.0,phillip,frost,PHILLIP FROST,0.0,U,Unknown,PHILLIP FROST,Celtic,91.249,White,White
1971.0,jane,hsiao,JANE HSIAO,1.0,U,Unknown,JANE HSIAO,EastAsian,71.361,Asian,Unknown
1973.0,mark,andrews,MARK ANDREWS,0.0,C,White,MARK ANDREWS,Celtic,59.321,White,Unknown
1974.0,jack,fishman,JACK FISHMAN,0.0,U,Unknown,JACK FISHMAN,Celtic,69.58,White,Unknown
1975.0,patrick,norton,PATRICK H NORTON,0.0,U,Unknown,PATRICK H NORTON,Celtic,80.795,White,White
1976.0,rocque,lipford,ROCQUE E LIPFORD,0.0,U,Unknown,ROCQUE E LIPFORD,Celtic,80.421,White,White
1978.0,peter,mccausland,PETER MCCAUSLAND,0.0,C,White,PETER MCCAUSLAND,Celtic,80.623,White,White
1979.0,lawrence,probst,LAWRENCE PROBST,,CAUCASIAN,White,LAWRENCE PROBST,African,55.477,Black,Unknown
1980.0,timothy,mott,TIMOTHY MOTT,0.0,U,Unknown,TIMOTHY MOTT,Celtic,70.081,White,Unknown
1981.0,howard,solomon,HOWARD SOLOMON,,CAUCASIAN,White,HOWARD SOLOMON,Celtic,46.304,White,Unknown
1985.0,daniel,evans,DANIEL E EVANS,0.0,U,Unknown,DANIEL E EVANS,Celtic,84.256,White,White
1986.0,larry,corbin,LARRY C CORBIN,0.0,C,White,LARRY C CORBIN,Celtic,76.831,White,White
1987.0,stewart,owens,STEWART K OWENS,0.0,U,Unknown,STEWART K OWENS,Celtic,85.658,White,White
1988.0,daniel,fronk,DANIEL A FRONK,0.0,U,Unknown,DANIEL A FRONK,European,43.723,White,Unknown
1989.0,robert,lucas,G ROBERT LUCAS II,0.0,C,White,G ROBERT LUCAS II,EastAsian,50.804,Asian,Unknown
1991.0,jonathan,guss,JONATHAN G GUSS,0.0,C,White,JONATHAN G GUSS,Celtic,72.47,White,White
1993.0,william,hoover,WILLIAM R HOOVER,0.0,U,Unknown,WILLIAM R HOOVER,Celtic,85.562,White,White
1994.0,melvyn,estrin,MELVYN J ESTRIN,0.0,C,White,MELVYN J ESTRIN,Celtic,36.833,White,Unknown
1997.0,hal,upbin,HAL J UPBIN,,CAUCASIAN,White,HAL J UPBIN,Celtic,45.41,White,Unknown
2000.0,jerry,hunter,JERRY M HUNTER,0.0,B,Black,JERRY M HUNTER,Celtic,89.151,White,White
2001.0,robert,kunisch,ROBERT D KUNISCH,0.0,Caucasian,White,ROBERT D KUNISCH,European,73.817,White,White
2002.0,grant,saviers,F SAVIERS,,UNKNOWN,Unknown,F SAVIERS,European,78.06,White,White
2003.0,timothy,smucker,TIMOTHY P SMUCKER,0.0,C,White,TIMOTHY P SMUCKER,Celtic,81.982,White,White
2004.0,carl,thorne,CARL F THORNE,0.0,U,Unknown,CARL F THORNE,Celtic,90.451,White,White
2007.0,john,huff,JOHN R. HUFF,,CAUCASIAN,White,JOHN R. HUFF,Celtic,83.205,White,White
2008.0,michael,hughes,D MICHAEL HUGHES,0.0,U,Unknown,D MICHAEL HUGHES,Celtic,91.669,White,White
2011.0,thomas,golisano,B THOMAS GOLISANO,0.0,C,White,B THOMAS GOLISANO,Celtic,27.322,White,Unknown
2012.0,arthur,collins,ARTHUR D. COLLINS JR.,,CAUCASIAN,White,ARTHUR D. COLLINS JR.,Hispanic,59.702,Hispanic,Unknown
2014.0,glen,nelson,GLEN D NELSON,,U,Unknown,GLEN D NELSON,Celtic,80.844,White,White
2015.0,william,george,WILLIAM W. GEORGE,,CAUCASIAN,White,WILLIAM W. GEORGE,Celtic,83.697,White,White
2016.0,joseph,luter,JOSEPH W. LUTER III,,CAUCASIAN,White,JOSEPH W. LUTER III,African,26.756,Black,Unknown
2018.0,wendell,murphy,WENDELL H MURPHY,,UNKNOWN,Unknown,WENDELL H MURPHY,Celtic,82.649,White,White
2020.0,david,brown,A. DAVID BROWN,,BLACK/AFRICAN AMERICAN,Black,A. DAVID BROWN,Celtic,70.245,White,Unknown
2022.0,john,fluke,JOHN M FLUKE JR.,,UNKNOWN,Unknown,JOHN M FLUKE JR.,Hispanic,98.838,Hispanic,Hispanic
2024.0,william,johnson,WILLIAM R. JOHNSON,,CAUCASIAN,White,WILLIAM R. JOHNSON,Celtic,58.068,White,Unknown
2025.0,arthur,decio,ARTHUR J DECIO,,CAUCASIAN,White,ARTHUR J DECIO,Hispanic,94.28,Hispanic,Hispanic
2027.0,ronald,kloska,RONALD F KLOSKA,0.0,U,Unknown,RONALD F KLOSKA,European,56.372,White,Unknown
2029.0,robert,tinstman,ROBERT A TINSTMAN,0.0,U,Unknown,ROBERT A TINSTMAN,Celtic,63.584,White,Unknown
2030.0,stephen,strome,STEPHEN STROME,0.0,C,White,STEPHEN STROME,Celtic,59.568,White,Unknown
2033.0,john,fort,JOHN F FORT,,U,Unknown,JOHN F FORT,Celtic,81.246,White,White
2034.0,ralph,denunzio,RALPH D DENUNZIO,0.0,C,White,RALPH D DENUNZIO,European,95.976,White,White
2036.0,douglas,houser,DOUGLAS G. HOUSER,,CAUCASIAN,White,DOUGLAS G. HOUSER,Celtic,68.985,White,Unknown
2037.0,john,thompson,JOHN R THOMPSON JR.,,AFRICAN-AMERICAN,Black,JOHN R THOMPSON JR.,Hispanic,98.283,Hispanic,Hispanic
2038.0,philip,knight,PHILIP H KNIGHT,,CAUCASIAN,White,PHILIP H KNIGHT,Celtic,90.295,White,White
2039.0,thomas,clarke,THOMAS E. CLARKE,,CAUCASIAN,White,THOMAS E. CLARKE,Celtic,82.186,White,White
2040.0,delbert,hayes,DELBERT J HAYES,0.0,C,White,DELBERT J HAYES,Celtic,45.877,White,Unknown
2043.0,dane,miller,DANE A MILLER,0.0,C,White,DANE A MILLER,Celtic,81.255,White,White
2047.0,charles,gaillard,CHARLES W. GAILLARD,,UNKNOWN,Unknown,CHARLES W. GAILLARD,Celtic,61.509,White,Unknown
2048.0,stephen,sanger,STEPHEN W SANGER,0.0,C,White,STEPHEN W SANGER,Celtic,78.819,White,White
2049.0,frederick,smith,FREDERICK W SMITH,0.0,C,White,FREDERICK W SMITH,Celtic,49.721,White,Unknown
2051.0,peter,willmott,PETER S WILLMOTT,0.0,Caucasian,White,PETER S WILLMOTT,Celtic,83.952,White,White
2052.0,charles,manatt,CHARLES T MANATT,0.0,C,White,CHARLES T MANATT,African,34.723,Black,Unknown
2053.0,george,mitchell,GEORGE J MITCHELL,0.0,C,White,GEORGE J MITCHELL,Celtic,77.222,White,White
2054.0,ronald,lamb,RONALD M LAMB,0.0,C,White,RONALD M LAMB,Celtic,67.148,White,Unknown
2055.0,john,harmon,JOHN G HARMON,0.0,C,White,JOHN G HARMON,Celtic,81.508,White,White
2056.0,donald,lamberti,DONALD F LAMBERTI,0.0,C,White,DONALD F LAMBERTI,Celtic,60.893,White,Unknown
2057.0,kenneth,haynie,KENNETH H HAYNIE,0.0,C,White,KENNETH H HAYNIE,Celtic,75.131,White,White
2058.0,jerome,meyer,JEROME J MEYER,0.0,C,White,JEROME J MEYER,European,52.691,White,Unknown
2059.0,wayland,hicks,WAYLAND R HICKS,0.0,C,White,WAYLAND R HICKS,Celtic,54.087,White,Unknown
2060.0,bradford,wiley,BRADFORD WILEY II,,CAUCASIAN,White,BRADFORD WILEY II,EastAsian,46.46,Asian,Unknown
2061.0,gary,fernandes,GARY J FERNANDES,,UNKNOWN,Unknown,GARY J FERNANDES,Hispanic,66.566,Hispanic,Unknown
2062.0,peter,wiley,PETER BOOTH WILEY,,CAUCASIAN,White,PETER BOOTH WILEY,Celtic,89.888,White,White
2063.0,jeanluc,belingard,JEAN-LUC BELINGARD,0.0,C,White,JEAN-LUC BELINGARD,European,97.328,White,White
2064.0,william,walker,WILLIAM D WALKER,0.0,U,Unknown,WILLIAM D WALKER,Celtic,87.841,White,White
2065.0,john,mcconnell,JOHN MCCONNELL,,CAUCASIAN,White,JOHN MCCONNELL,Celtic,90.85,White,White
2066.0,michael,volkema,MICHAEL A. VOLKEMA,,CAUCASIAN,White,MICHAEL A. VOLKEMA,African,75.967,Black,Black
2067.0,gary,arnold,GARY P ARNOLD,,CAUCASIAN,White,GARY P ARNOLD,Celtic,70.322,White,Unknown
2068.0,samuel,beall,SAMUEL E BEALL III,0.0,U,Unknown,SAMUEL E BEALL III,Celtic,33.356,White,Unknown
2069.0,eric,benhamou,ERIC A BENHAMOU,,CAUCASIAN,White,ERIC A BENHAMOU,European,69.697,White,Unknown
2072.0,richard,robinson,RICHARD ROBINSON,,CAUCASIAN,White,RICHARD ROBINSON,Celtic,65.826,White,Unknown
2074.0,richard,spaulding,RICHARD M. SPAULDING,,CAUCASIAN,White,RICHARD M. SPAULDING,Celtic,88.837,White,White
2075.0,andrew,hedden,ANDREW S. HEDDEN,,CAUCASIAN,White,ANDREW S. HEDDEN,Celtic,80.763,White,White
2076.0,thomas,sullivan,THOMAS C SULLIVAN,0.0,Caucasian,White,THOMAS C SULLIVAN,Celtic,88.88,White,White
2077.0,frank,sullivan,FRANK C SULLIVAN,,CAUCASIAN,White,FRANK C SULLIVAN,Celtic,78.295,White,White
2078.0,james,karman,JAMES A KARMAN,0.0,C,White,JAMES A KARMAN,Celtic,81.511,White,White
2079.0,william,papenbrock,WILLIAM A PAPENBROCK,0.0,C,White,WILLIAM A PAPENBROCK,Celtic,86.752,White,White
2080.0,robert,rogers,ROBERT D ROGERS,0.0,C,White,ROBERT D ROGERS,Celtic,90.052,White,White
2081.0,gordon,forward,GORDON E FORWARD,0.0,Unknown,Unknown,GORDON E FORWARD,Celtic,72.75,White,White
2082.0,robert,alpert,ROBERT ALPERT,0.0,C,White,ROBERT ALPERT,Celtic,71.241,White,Unknown
2083.0,robert,sebo,J ROBERT SEBO,0.0,Caucasian,White,J ROBERT SEBO,Nordic,75.931,White,White
2084.0,john,pepper,JOHN E PEPPER JR,0.0,C,White,JOHN E PEPPER JR,Hispanic,60.599,Hispanic,Unknown
2085.0,durk,jager,DURK I JAGER,0.0,C,White,DURK I JAGER,Celtic,39.157,White,Unknown
2088.0,wayne,davis,T WAYNE DAVIS,0.0,C,White,T WAYNE DAVIS,Celtic,68.695,White,Unknown
2090.0,howard,dean,HOWARD M DEAN,0.0,U,Unknown,HOWARD M DEAN,Celtic,85.896,White,White
2091.0,ira,eichner,IRA A EICHNER,0.0,U,Unknown,IRA A EICHNER,Nordic,81.944,White,White
2092.0,david,storch,DAVID P STORCH,0.0,U,Unknown,DAVID P STORCH,Celtic,90.841,White,White
2093.0,ben,blount,BEN B BLOUNT JR,0.0,Unknown,Unknown,BEN B BLOUNT JR,European,54.555,White,Unknown
2094.0,knowlton,oreilly,KNOWLTON J O'REILLY,,U,Unknown,KNOWLTON J O'REILLY,Celtic,86.525,White,White
2095.0,reese,lanier,J REESE LANIER,0.0,C,White,J REESE LANIER,Celtic,55.223,White,Unknown
2096.0,jenner,wood,E. JENNER WOOD,,CAUCASIAN,White,E. JENNER WOOD,Celtic,55.127,White,Unknown
2097.0,cecil,conlee,CECIL D CONLEE,,UNKNOWN,Unknown,CECIL D CONLEE,Celtic,76.356,White,White
2098.0,david,gruber,DAVID P GRUBER,0.0,C,White,DAVID P GRUBER,Celtic,49.973,White,Unknown
2099.0,george,gentile,GEORGE M GENTILE,0.0,C,White,GEORGE M GENTILE,African,72.712,Black,Black
2105.0,samuel,rubinovitz,SAMUEL RUBINOVITZ,0.0,U,Unknown,SAMUEL RUBINOVITZ,Nordic,56.917,White,Unknown
2108.0,neil,williams,NEIL WILLIAMS,,CAUCASIAN,White,NEIL WILLIAMS,Celtic,58.402,White,Unknown
2110.0,frederick,stratton,FREDERICK P STRATTON JR,0.0,C,White,FREDERICK P STRATTON JR,Hispanic,64.751,Hispanic,Unknown
2111.0,john,shiely,JOHN S. SHIELY,,CAUCASIAN,White,JOHN S. SHIELY,Celtic,80.17,White,White
2113.0,david,bloss,"DAVID A BLOSS, SR.",,CAUCASIAN,White,"DAVID A BLOSS, SR.",Hispanic,42.356,Hispanic,Unknown
2114.0,kenneth,mcavoy,KENNETH J MCAVOY,0.0,U,Unknown,KENNETH J MCAVOY,Celtic,87.96,White,White
2115.0,gordon,moran,GORDON W MORAN,0.0,U,Unknown,GORDON W MORAN,Celtic,80.883,White,White
2117.0,robert,kohlhepp,ROBERT J KOHLHEPP,0.0,U,Unknown,ROBERT J KOHLHEPP,European,96.561,White,White
2118.0,scott,farmer,SCOTT D FARMER,0.0,C,White,SCOTT D FARMER,Celtic,84.861,White,White
2121.0,raymond,bentele,RAYMOND F BENTELE,0.0,C,White,RAYMOND F BENTELE,European,69.483,White,Unknown
2123.0,raymond,lane,RAYMOND J. LANE,,CAUCASIAN,White,RAYMOND J. LANE,Celtic,88.832,White,White
2124.0,jeffrey,henley,JEFFREY O HENLEY,0.0,C,White,JEFFREY O HENLEY,Celtic,43.001,White,Unknown
2127.0,brian,mulroney,BRIAN MULRONEY,,CAUCASIAN,White,BRIAN MULRONEY,Celtic,82.294,White,White
2129.0,tony,white,TONY L. WHITE,,CAUCASIAN,White,TONY L. WHITE,Celtic,85.644,White,White
2138.0,jay,stewart,S. JAY STEWART,,CAUCASIAN,White,S. JAY STEWART,Celtic,80.172,White,White
2139.0,martin,wood,C MARTIN WOOD III,0.0,Caucasian,White,C MARTIN WOOD III,Celtic,57.937,White,Unknown
2140.0,amos,mcmullian,AMOS R MCMULLIAN,0.0,C,White,AMOS R MCMULLIAN,Celtic,79.16,White,White
2142.0,robert,crozer,ROBERT P CROZER,0.0,Unknown,Unknown,ROBERT P CROZER,Celtic,82.94,White,White
2144.0,blaine,bowman,A BLAINE BOWMAN,0.0,Caucasian,White,A BLAINE BOWMAN,Celtic,87.508,White,White
2146.0,edward,trainor,EDWARD J TRAINOR,0.0,C,White,EDWARD J TRAINOR,Celtic,82.265,White,White
2148.0,thomas,king,THOMAS L KING,0.0,C,White,THOMAS L KING,Celtic,71.299,White,Unknown
2149.0,frederick,krehbiel,FREDERICK A KREHBIEL,,CAUCASIAN,White,FREDERICK A KREHBIEL,African,81.81,Black,Black
2150.0,john,krehbiel,JOHN H KREHBIEL JR.,,CAUCASIAN,White,JOHN H KREHBIEL JR.,Hispanic,99.337,Hispanic,Hispanic
2151.0,fred,krehbiel,FRED L KREHBIEL,0.0,C,White,FRED L KREHBIEL,European,62.806,White,Unknown
2152.0,michael,birck,MICHAEL J BIRCK,,CAUCASIAN,White,MICHAEL J BIRCK,Celtic,44.201,White,Unknown
2153.0,john,bryan,JOHN H BRYAN,,CAUCASIAN,White,JOHN H BRYAN,Celtic,69.716,White,Unknown
2154.0,steven,mcmillan,C. STEVEN MCMILLAN,,CAUCASIAN,White,C. STEVEN MCMILLAN,Celtic,77.413,White,White
2156.0,allen,king,ALLEN B KING,0.0,C,White,ALLEN B KING,Celtic,68.244,White,Unknown
2158.0,charles,foster,CHARLES H FOSTER JR,,U,Unknown,CHARLES H FOSTER JR,Hispanic,91.931,Hispanic,Hispanic
2159.0,gerald,grinstein,GERALD GRINSTEIN,0.0,C,White,GERALD GRINSTEIN,African,59.94,Black,Unknown
2160.0,charles,perrin,CHARLES R PERRIN,,CAUCASIAN,White,CHARLES R PERRIN,Celtic,74.701,White,White
2161.0,robert,kidder,C ROBERT KIDDER,0.0,C,White,C ROBERT KIDDER,Celtic,74.376,White,White
2163.0,richard,kashnow,RICHARD A KASHNOW,0.0,Caucasian,White,RICHARD A KASHNOW,African,42.063,Black,Unknown
2165.0,phillip,farmer,PHILLIP W FARMER,0.0,C,White,PHILLIP W FARMER,Celtic,87.035,White,White
2167.0,william,newlin,WILLIAM R NEWLIN,,U,Unknown,WILLIAM R NEWLIN,Celtic,88.552,White,White
2168.0,scott,mcnealy,SCOTT G MCNEALY,0.0,U,Unknown,SCOTT G MCNEALY,Celtic,85.691,White,White
2169.0,dennis,sullivan,DENNIS W SULLIVAN,0.0,C,White,DENNIS W SULLIVAN,Celtic,73.79,White,White
2170.0,duane,collins,DUANE E COLLINS,0.0,C,White,DUANE E COLLINS,African,76.363,Black,Black
2171.0,bernard,girod,BERNARD A GIROD,0.0,C,White,BERNARD A GIROD,European,49.398,White,Unknown
2172.0,sidney,harman,SIDNEY HARMAN,,U,Unknown,SIDNEY HARMAN,Celtic,65.404,White,Unknown
2173.0,james,halpin,JAMES F HALPIN,,UNKNOWN,Unknown,JAMES F HALPIN,Celtic,90.757,White,White
2174.0,eugene,sapp,A EUGENE SAPP JR,0.0,C,White,A EUGENE SAPP JR,SouthAsian,34.477,Indian,Unknown
