names,predictions,confidences
MAYNARD G. WEBB JR.,else,50.728
G. FREDERICK WILKINSON,british,34.689
CRAIG DUCHOSSOIS,french,74.858
RONALD L ZARRELLA,else,36.553
THEODORE H. SCHELL,danish,60.992
D GEOFFREY ARMSTRONG,british,73.144
ALLEN L. SINAI,italian,15.259
MICHAEL J. FOSTER,danish,31.78
MICHAEL D. LAMBERT,german,43.584
ANDREW CAGGIA,british,40.538
JAMES ASCHLEMAN,british,59.373
RAJ REDDY,indian,88.359
BERNARD MARIETTE,french,92.551
ROSS IRELAND,british,51.018
RANDALL A GROSS,british,65.243
RICK TIMMINS,british,54.964
DAVID W JOOS,hungarian,48.631
KENT KLEEBERGER,danish,76.383
DOUGLAS G. MARLIN,british,83.718
REYNE K. WISECUP,british,25.877
STUART OLSTEN,british,72.76
LOUIS DINARDO,french,75.593
TED W. LOVE,else,62.788
JAMES C. FOSTER,british,87.029
GAIL DEEGAN,british,56.207
JOHN R COOPER,british,89.835
FRANK G ZARB,german,35.554
HOCK E. TAN,else,96.053
VINCENT F SOLLITTO JR.,else,67.613
KENNETH H HOLEC,danish,37.363
RICHARD R LEE JR,british,48.835
FRED D. ANDERSON,else,53.784
JAMES WEBER,german,24.264
MARTIN WYGOD,polish,70.679
JOHN TWEEDY,british,35.778
DONNA E. SHALALA,british,45.502
SUE W. COLE,else,71.406
JAN HWR VAN DER VLIST,dutch,96.453
BRUCE CROWTHER,british,59.546
GARY L BLOOM,british,55.576
ROBERT J HARDING,british,35.748
GARY GREENFIELD,british,92.138
PATRICK J. QUINN,british,58.706
LUCIUS E BURCH III,else,67.802
MARY SCHAPIRO,else,25.579
JAMES E BOLIN,else,78.295
PHILIP E. MALLOTT,british,85.49
JAMES D. KIRSNER,else,48.856
CLAES GLASSELL,swedish,97.325
ROBERT R GRUSKY,german,24.727
G. STUART REEVES,zimbabwean,34.707
WILLIAM J MORAN,british,64.96
MALCOLM J THOMPSON,british,83.104
HAROLD N CHEFITZ,german,48.437
ROBERT A. LAUER,german,62.095
ANTHONY F SCARPA,italian,63.487
MARK ADLER,british,34.918
PETER B MADOFF,german,42.875
BRUCE BOWEN,british,50.225
ROBERT SKIDELSKY,danish,49.989
CRAIG HATKOFF,german,27.741
JAMES L FISCHER,else,29.17
MICHAEL J ROBERTS,german,20.585
MELINDA F GATES,british,44.062
RONALD G. GREENE,british,48.025
JAMES V O'DONNELL,else,60.935
DAVID LOCKWOOD,british,54.21
FRANCIS J. KRAMER,dutch,61.492
GERALD R NOCITA,else,44.555
JEFFREY R RODEK,else,50.19
CHARLES F. WRIGHT,british,54.564
PETER F VOLANAKIS,greek,98.151
ANDREW C. FLORANCE,british,65.485
PETER K HANSEN,danish,95.737
WILLIAM J PRANGE,british,52.713
JAMES L. ROSSI,else,52.682
DONALD N ECKER,german,68.18
ROBERT A. BRUGGEWORTH,british,76.101
JOHN S. WATSON,british,62.43
JAMES E BENOSKI,british,61.185
HUGH M. MORRISON,else,79.305
ELIJIO V. SERRANO,spanish,95.354
ANIL K. SINGHAL,indian,88.768
DONALD O. QUEST,else,49.606
DAVID F. DIETZ,german,68.147
ROBERT S. SILBERMAN,dutch,41.628
M FAZLE HUSAIN,pakistani,34.157
JOHN U. CLARKE,british,71.803
WARREN A STEPHENS,british,73.413
JAMES MANNING,british,77.986
RICHARD H GUNDY,british,87.193
ROBERT J PALMISANO,italian,31.492
WILLIAM J HENDERSON,british,44.431
GARY E. GIST,british,56.296
BERNARD LANIGAN,else,65.081
R. DAVID SPRENG,else,45.477
JOSEPH P NEWHOUSE,british,76.0
EDWARD H ELLIS JR,else,68.955
A. CLAYTON PERFALL,british,52.607
JEREMY HANLEY,british,35.741
J YOUNG,else,40.584
DEBORAH A ROSEN,british,45.353
JAMES A F COWDEROY,british,50.572
JERRY N ELLIS,british,40.485
ERNIE L. DANNER,danish,57.73
PETER W. SOGNEFEST,danish,35.49
HOWARD ROBIN,british,40.118
MATTHEW DIAMOND,british,72.864
J D WILLIAMS,else,30.059
SANDRA A. VAN TREASE,dutch,94.713
GARRETT E. PIERCE,british,63.628
WILLIAM BINCH,danish,80.648
MICHAEL CAPORALE JR.,british,33.381
JAMES KEN NEWMAN,british,69.216
THOMAS H. TASHJIAN,swedish,26.37
JOHN A. MELLOWES,british,80.757
JOSEPH V. VUMBACCO,italian,71.909
RONALD J CALISE,british,47.837
JUNE E. TRAVIS,british,44.497
DANIEL J HOGARTY JR.,else,60.788
ROBERT M. BERDAHL,danish,48.343
CHRISTOPHER BARTLETT,british,85.056
ROBERT J QUILLINAN,else,37.983
EARL W WIMS,else,70.858
G FELDA HARDYMON,dutch,18.241
RICHARD J KRAMER,dutch,27.442
JAMES P. HOLDEN,british,75.347
HENRY R AUTRY,british,72.215
WILLIAM KENNARD,british,76.298
STEPHEN E YATES,british,89.74
JOHN D. FERGUSON,british,40.593
JOHN H. MACKINNON,british,56.557
PETER A. LUND,danish,86.816
CATHY J SULZBERGER,else,63.088
DAVID WEINBERG,german,42.22
ROBERT GREENBERG,hungarian,39.636
ALAN ALDWORTH,british,74.152
ZACHARIAH P ZACHARIAH,zimbabwean,83.18
OWEN W WELLS,british,62.966
JAMES B. FLAWS,british,56.473
CHARLES MORAN,else,46.255
BRIAN R. GAMACHE,romanian,41.947
ROBERT C. BUTLER,else,26.226
RICHARD L. KELLY,british,60.202
BONNIE K. WACHTEL,british,68.052
MICHAEL LOCKHART,german,34.657
EDWARD J. SEBASTIAN,else,28.617
ROY L EIGUREN,else,42.188
MARY E. HOOTEN WILLIAMS,british,84.391
JOHN BUCHANAN,else,66.64
KENNETH R KLEIN,danish,56.596
ALEX CHIMING HUI,chinese,66.398
KEVIN J KENNEDY,else,84.687
ROBERT W KLEMME,british,29.962
MICHAEL PC CARNS,british,73.867
J.D. WOODS,german,37.549
MOHAN P. ANANDA,indian,87.39
KATHERINE E. DIETZE,british,33.851
PETER F. VAN CAMP,dutch,98.001
HECTOR GARCIA-MOLINA,spanish,99.238
RODNEY F. CHASE,zimbabwean,36.196
DAVID L ANDREAS,else,33.676
JAMES D CARREKER,british,89.904
RICHARD A. MEEUSEN,dutch,38.244
WILLIAM J. WAGNER,german,35.145
DAVID W. IGNAT,french,21.292
CHI-HUNG (JOHN) HUI,chinese,96.911
DAVID RYNNE,british,20.164
MD SAMPELS,else,61.82
THOMAS DIRCKS,german,68.546
BRADLEY J WILLIAMS,british,77.072
CARL A. THOMSEN,danish,92.701
KYLE D. SKOGMAN,british,49.03
MILTON FENG,chinese,95.062
ROGER WERY,british,71.869
BRIAN MCANDREWS,british,59.133
EDWIN KANTOR,dutch,78.998
IRWIN C. GERSON,dutch,31.084
LAWRENCE C. NUSSDORF,german,68.648
LARRY HELM,danish,42.406
ROBERT L ECKLIN,german,27.273
GEORGE O DEEHAN,else,58.464
"WAYNE E. ALTER, JR.",else,45.407
MERVYN K COX,british,75.105
CONSTANCE H LAU,chinese,29.603
JOHNATHAN A RODGERS,british,80.583
HENRY J. EYRING,danish,75.902
DEBORAH C WRIGHT,british,82.061
JAMES R. ZARLEY,british,73.002
MICHAEL L MCMAHAN,else,85.182
TIMOTHY H. POWERS,british,96.153
J. RALPH ATKIN,else,36.024
THOMAS R. ANDERSON,danish,71.623
WILLIAM M. LEGG,british,73.254
LUKE YANCY III,british,71.444
GATES MCKIBBIN,else,70.627
MICHAEL F. DICHRISTINA,german,28.721
GEORGIA SHONK-SIMMONS,greek,58.655
HENRY R. NOTHHAFT,danish,42.962
PAUL R SAUERACKER,british,45.439
THOMAS V. REIFENHEISER,german,58.453
JAMES J. FULD JR.,else,92.613
STUART A WILLIAMS,british,83.021
THOMAS S STRIBLING,german,43.952
NICHOLAS A GIORDANO,italian,33.593
ROBERT W. WO,british,29.287
WILLIAM F. HELMER,british,52.949
P. ERIC SIEGERT,german,66.1
ERNEST L GODSHALK III,british,73.01
WILLIAM J. ARMFIELD IV,danish,48.316
TERENCE F. MCGUIRK,british,86.684
RICHARD K. GORDON,british,80.872
CHARLES E MCMAHEN,else,46.576
DOUGLAS W KOHRS,danish,42.149
HOWARD G. PHANSTIEL,german,25.596
JAMES A. LASH,british,75.727
DONALD L KRAUSE,german,69.277
WILLIAM E. JAMES,british,77.026
MICHAEL R. NICOLAIS,french,62.975
FRED KORNBERG,swedish,74.984
KATHERINE M. HUDSON,british,65.58
DENNIS L WHIPPLE,british,64.123
KAREN E. JENNINGS,british,97.919
WILLIAM R. FITZGERALD,else,45.043
R FREDERICK MCCOY JR,else,87.801
KATHRYN S. FULLER,british,90.167
JAN R. VAN GORDER,dutch,77.904
JOHN J O'CONNOR,british,54.159
CRAIG RYDIN,british,49.873
R DAVID YOST,else,29.206
GARY E SUTTON,british,77.395
ANDREW K. LUDWICK,british,88.438
BILL KIRKENDALL,danish,46.138
ANN E. ZIEGLER,danish,56.835
GLENN MUIR,british,42.66
R HARRIS,else,12.189
HENRY H GERKENS,dutch,43.667
IAN G. H. ASHKEN,else,83.283
HOWARD A. BAIN III,british,47.337
DENNIS P. MCKENNA,else,73.141
ERIC A. GREEN,else,27.75
DAN S. WILFORD,else,31.789
ROBERT OLSON,swedish,19.606
MALCOLM M ASLIN,british,90.978
ROBERTO H RAMIREZ,spanish,74.646
ANTHONY G WERNER,else,34.336
SHARON GARRETT,british,80.582
GARY CHRISTOPHER,british,72.101
DAVID R. ANDELMAN,swedish,20.331
H THOMPSON,danish,34.888
CHARLES A DAVIS JR,else,73.012
JEFFREY D BENJAMIN,french,32.189
MICHAEL J DONAHUE,else,33.583
PAULINE A. SCHNEIDER,german,43.241
THOMAS D MALKOSKI,polish,70.22
PATRICK M. JAMES,british,33.902
KIRSTIN A HAMMOND,british,64.907
THOMAS L. MONAHAN III,else,43.007
JEFFREY  EPSTEIN,else,39.034
BARRY L. HARMON,british,45.111
DUNCAN A MORRISON,british,74.969
ROBERT NORTH,german,62.386
MICHAEL HUSEBY,german,26.303
CHARLENE BARSHEFSKY,danish,34.464
JAY S. FISHMAN,british,87.853
MICHAEL C. CHILD,danish,24.786
CHARLES T ROBERTSON JR,british,45.623
RICHARD C PERRY,british,90.045
DAVID M JAGGER,danish,23.29
PHOEBE A. WOOD,british,34.239
ALEX B. BEST,dutch,22.056
ADRIAN LAJOUS,french,35.772
DAVID S. BUZBY,british,31.967
DANIEL A. DECKER,german,54.317
DANIEL H. BERRY,else,42.331
MICHEL DE ROSEN,french,65.268
MITCHELL S ROSENTHAL,british,75.789
ROBERT J SHILLMAN,dutch,60.536
ROGER L. JARVIS,british,40.022
A. PAUL KING,british,41.849
LAURENT ALPERT,french,97.57
THOMAS E. SKAINS,british,48.355
ELIZABETH W. VANDERSLICE,british,60.54
FRED L SCHUERMANN,german,75.689
H. HUGH SHELTON,british,64.626
STEPHEN B COHEN,british,37.245
BOBBIE GAUNT,german,47.109
TAY THIAM SONG,chinese,49.496
ROBERT B. GOLDSTEIN,else,23.165
ROBERT E TORRAY,british,72.655
JOSEPH F. LONG,else,63.64
STEPHEN M. BRETT,british,77.45
TOM D. SEIP,else,36.656
CLINT ARNOLDUS,else,45.596
C. THOMAS FAULDERS,british,31.447
MICHAEL F SHANAHAN JR,else,67.381
MICHAEL L. DUCKER,german,74.339
M LAZANE SMITH,british,45.466
CATHERINE PAGLIA,italian,67.668
PETER J MOYNIHAN,british,29.276
GARY E. MCCULLOUGH,british,83.63
GERARD J. KLEISTERLEE,dutch,82.656
ROBERT L. NARDELLI,italian,30.672
NATALE RICCIARDI,italian,96.536
JOSEPH D. RUPP,german,72.132
CARL J. JOHNSON,swedish,95.062
CHARLES T DOYLE,british,58.674
EDDIE L. DUNKLEBARGER,swedish,42.768
JOHN J SICKLER,british,82.728
HERBERT H. TATE,else,29.428
BRIAN M NESMITH,british,35.051
TIMOTHY M. MOONEY,british,56.871
MALCOLM E. EVERETT III,british,79.544
DAVID J LONDONER,else,33.978
ARTHUR E WEGNER,german,27.426
JOHN W. GERDELMAN,dutch,28.989
MARTINE ROTHBLATT,british,69.298
HINDA MILLER,french,29.022
RAYMOND J. WELLER,british,45.344
BROCK A HATTOX,british,80.976
STEPHEN F THORNTON,british,92.353
GLENN L. COOPER,british,68.107
STEVEN J HEYER,british,34.335
ROGER K DEROMEDI,else,25.678
SHARON ROWE,british,85.148
BOB TUTTLE,german,29.38
LOUIS E. CALDERA,french,61.487
BLANCHE M TOUHILL,french,74.092
APPARAO MUKKAMALA,indian,99.753
V. RICHARD EALES,british,51.48
GLEN A TERBEEK,dutch,44.306
ROGER S JOSLIN,british,31.048
BILLY B. BAUMANN,german,86.455
KENNETH C JOHNSEN,danish,68.071
WILLIAM E B SIART,british,53.756
JOHN H. HEYMAN,british,75.947
KENNETH HANDY,british,69.668
ROBERT D. NEARY,british,42.583
MELVIN SHAROKY,indian,84.275
DAVID ROUX,french,85.152
IRA D HALL,british,27.794
STEVEN M. FETTER,british,40.267
DENISE K FLETCHER,else,47.591
RAYMOND V. DITTAMORE,british,58.678
ALLEN D PETERSEN,danish,91.774
ROBERT ANNUNZIATA,italian,94.107
HERBERT W MOLONEY III,british,34.198
DAVID R. JAFFE,british,78.836
DONALD W. DUDA,zimbabwean,36.345
DELANO E. LEWIS,danish,16.784
C. MARTIN HARRIS,british,30.535
J RAYMOND ELLIOT,french,52.759
JOSEPH L MANSON,else,41.833
MAYNARD G WEBB JR,else,50.728
ERROL GINSBERG,else,40.289
JONATHAN W AYERS,british,82.22
DAVID M ESKENAZY,else,40.263
CHARLES G PHILLIPS,british,80.355
CRAIG D SCHNUCK,british,23.577
PHILLIP CREEK,british,45.715
GENNARO J. FULVIO,italian,89.956
GARY F. HROMADKO,else,44.652
R. DOSS MCCOMAS,else,62.342
R MARTIN CHAVEZ,spanish,33.471
W. HENSON MOORE,dutch,29.575
DANIEL DALLEMOLLE,french,71.736
STEVEN H TOWNSEND,british,95.148
WARD J. TIMKEN JR.,else,58.344
JAMES E. DALEY,british,79.928
WILLIAM F. MURDY,british,47.611
JOHN C GARRETT,british,88.675
DENNIS J. SHAUGHNESSY,british,23.435
CHARLES J ABBE,japanese,20.814
LAWRENCE R JOHNSTON,british,91.239
JAMES E. WARJONE,british,62.489
JAMES R PARKS,british,92.02
HENDRIK G. MEIJER,dutch,97.16
PATRICIA NACHTIGAL,french,37.256
MICHAEL Z KAY,german,30.131
RICHARD J HERNANDEZ,spanish,39.786
MICHAEL G ALLEN,british,29.268
GEORGE E FRIEL,british,44.535
DONALD C MCNEILL,else,71.104
MICHAEL C HENDERSON,danish,66.762
PETER M. GRAHAM,british,60.669
DENIS J. SALAMONE,french,38.481
MORGAN K. O'BRIEN,else,49.39
JOHN L. DOTSON JR.,else,58.356
KAREN KATZ,danish,31.274
LARRY C. BARENBAUM,german,35.333
JOHN H TILELLI JR,else,86.687
JAMES F MILLAR,british,78.581
ROBERT J BAER,danish,64.038
CHARLES B STRAUSS,german,36.801
LAWRENCE G. GRAEV,else,26.553
RICHARD L. CARR,british,89.312
CAROLYN KATZ,british,39.066
MICHAEL LUNDIN,swedish,76.103
FRANK IANNA,italian,38.736
SANFORD R. ROBERTSON,british,42.956
R. EDEN MARTIN,british,20.515
JAMES T. KELLY,british,59.369
MICHAEL BENNETT,british,44.211
CLAYTON M. CHRISTENSEN,danish,64.577
DR CHARLES M STROTHER,british,78.32
M. LENNY PIPPIN,french,36.292
JOHN DORMAN,british,27.107
MICHAEL E HOFFMAN,danish,46.931
DIDIER PRIMAT,french,95.226
HARRISON STAFFORD,british,59.656
JOHN W CUMMING,british,76.955
ROBERT L HUNT II,else,75.519
RICHARD T. CROWDER,british,89.717
ANASTASIA D. KELLY,russian,49.271
DAVID L SHEDLARZ,german,26.448
RODNEY H BRADY,british,42.858
VINCENT J. MULLARKEY,else,46.563
ROBERT W. ROSEBERRY,british,38.637
JOHN W BACHMANN,danish,83.462
DAVID NIERENBERG,german,54.018
KEN ROBSON,danish,27.091
PAUL CANDIES,british,49.439
JOHN D HOWARD,british,82.45
LAWRENCE W. KELLNER,else,38.255
ALFRED R CAMNER,british,46.085
STEVEN F. UDVAR-HAZY,hungarian,80.729
BRADLEY  J. BELL,british,60.869
JAMES T. JONGEBLOED,british,47.512
"MARTIN R. WADE, III",swedish,27.343
R CHARLES MOYER,french,23.855
DIPAK C JAIN,indian,94.324
ADDISON L. PIPER,british,57.781
DACE BROWN STUBBS,british,81.62
RICHARD J DANZIG,german,69.893
CHERYL NIDO TURPIN,else,83.236
JOSEPH PERKINS,british,41.33
TIMOTHY K MONTGOMERY,british,82.263
HANSEL E. TOOKES II,else,51.965
JOHN R ROBERTS,british,64.225
RONALD GRAHAM,british,65.137
JOSEPH G. HADZIMA JR.,else,43.021
J. WILLIAM BURDETT,british,79.821
NAM P SUH,chinese,36.155
WILLIAM NEWMAN,british,91.784
C BERDON LAWRENCE,british,83.649
JOHN T. CASTEEN III,else,69.348
JOHN R MENARD JR,else,77.526
WILLIAM PRUELLAGE,british,63.952
CALEB  C FORT,british,32.843
FRANK A. D'AMELIO,italian,33.285
NEAL E. SCHMALE,else,29.17
JESSE G. FOSTER,danish,64.886
JOHN E. KLEIN,else,21.593
CARL T. CAMDEN,swedish,85.21
PADMASREE WARRIOR,indian,86.393
JOHN L MCGOLDRICK,british,50.127
MICHAEL D. RICHARDS,british,61.25
ROMAN FERBER,ukrainian,26.554
JOHN M. BOND JR.,else,71.679
ASAD M MADNI,pakistani,80.895
EDUARDO R. MENASCE,spanish,94.404
DAVID C. NAGEL,french,23.569
FLOYD W PICKRELL JR,british,57.941
SUSAN E SIEGEL,german,68.149
WILLIAM F WELSH II,else,72.427
SAMUEL W BARTHOLOMEW JR,british,57.496
MICHAEL J KIM,danish,21.567
ANTHONY FERNANDES,else,57.679
GARY L FISCHER,british,40.077
CRAIG A. LANG,else,34.516
CHARLES F C TURNER,british,52.143
RALPH S MICHAEL III,german,49.807
BRUCE L.A. CARTER,british,34.836
KNUT KLEEDEHN,german,59.547
JAMES P GIRALDIN,else,63.695
JOSEPH D MAHAFFEY,else,37.973
DAVID F SCHAIBLE,dutch,27.2
BRENDA J GAINES,british,61.865
MICHAEL T. MODIC,swedish,48.868
BRUCE J RYAN,else,88.627
ROBERT P STILLER,german,39.115
STEPHEN T. ZARRILLI,british,61.301
C. MARK MELLIAR-SMITH,british,47.284
JAMES B. WIGDALE,british,76.916
RALPH F HAKE,german,48.373
JAMES E BLOOM,british,72.619
GREGORY CONLEY,british,59.974
CAROLYN HOGAN BYRD,british,79.673
W. LEE MCCOLLUM,else,82.217
JOHN W. HIGBEE,else,53.295
RODNEY E SLATER,british,36.538
JOHN C WHITAKER JR,else,92.103
SANDRA E. PETERSON,british,28.784
THOMAS H LISTER,british,46.244
SIMON D DEBREE,british,26.554
SPENCER L SCHNEIDER,german,37.675
JOHN P LAWARE,nigerian,75.469
JEFF S POTTER,danish,40.991
HENRY P MASSEY JR,else,56.598
WILLIAM J VARESCHI,italian,56.757
STEPHEN WARD,british,84.293
MICHAEL F SHANAHAN SR,else,68.162
C JOSEPH GIROIR JR,else,54.314
OMAR A. CHOUCAIR,french,53.225
JENNIE S HWANG,swedish,76.81
PHILIP A LASKAWY,german,22.813
M. CRAIG HAASE,else,26.571
JACKSON P. TAI,chinese,73.457
SUSAN R NOWAKOWSKI,polish,68.807
JOHN R BIGGAR,british,40.521
JAMES A SCHLESINGER,german,41.581
DAVID ZALMAN,hungarian,27.379
JOSEPH G. SPONHOLZ,else,28.42
MIN ZHU,chinese,99.436
THOMAS J. NEIS,german,54.193
THOMAS J. LOPINA SR.,else,33.296
GERALD L. SHAHEEN,british,68.819
NEIL H MESSINGER,else,40.034
CRAIG SAXTON,british,82.481
VINCENT MATTERA,zimbabwean,44.195
WANDA G HENTON,else,48.691
DENNIS L. COYLE,else,50.489
PAUL C REILLY,british,71.994
DAVID O ULRICH,german,59.052
PHILLIP A INCARNATI,italian,48.956
ROBERT STEELHAMMER,dutch,89.238
JOHN L. DAVIES,british,61.589
THOMAS H. BUESTRIN,danish,26.511
RICHARD E. MCDOWELL,british,74.069
CHRISTOPHER  M. CONNOR,british,44.775
MICHAEL J WARD,danish,27.976
VICKI L. SATO,else,95.544
RICHARD C. BREEDEN,british,81.468
JAMES E PETERSEN,danish,55.325
BARBARA L JOHNSON,nigerian,29.065
JOHN R ALM,danish,40.899
JOHN C. UNKOVIC,swedish,50.671
PETER A SABIA,dutch,18.213
JAMES W WILTZ,british,73.293
SUSAN M STALNECKER,british,69.5
GARY SIRMON,british,43.839
PERRY MUELLER JR.,dutch,40.964
EDWARD S LAMPERT,dutch,46.814
GERALD (GARY) K. KUNKLE JR.,british,52.102
TIMOTHY C. BARABE,british,71.737
JAMES J BYRNES,british,47.828
J GARY RUSS,british,70.106
WILLIAM G CAMPBELL,british,54.257
ROBERT R. GLAUBER,french,38.342
DOUGLAS R JONES,british,64.569
RALPH E JACKSON JR,else,27.22
JOHN E. ALEXANDER,british,48.273
MARY K. BRAINERD,british,65.397
THOMAS J GUILFOIL,french,93.821
ALLEN U LENZMEIER,german,34.296
DALE C. POND,british,69.613
HOWARD V KNICELY,else,63.389
E GARN,danish,17.44
PATRICK ALIAS,french,58.417
ISABELLA CUNNINGHAM,french,26.575
MICHELLE ENGLER,danish,25.612
TILLIE K FOWLER,british,92.282
JEROME C. KNOLL,french,25.626
JOHN F SANDNER,danish,29.543
RAYMOND A. JEAN,british,65.333
SAFRA A. CATZ,swedish,33.854
PHILLIPS BAKER,else,33.471
J ANTHONY FORSTMANN,german,32.174
JOSEPH SANTANGELO,italian,31.532
STEPHANIE A. STREETER,german,68.895
GARY D WRENCH,british,79.233
NAOKI TAKAHASHI,japanese,99.996
MARSHALL O LARSEN,danish,94.735
ANTHONY F. DIFILLIPPO,else,39.785
ROBERT FLUG,hungarian,25.061
RICHARD D NANULA,british,28.985
JACK H MAYFIELD JR,british,29.529
FRANK J BAILEY,british,74.933
DAN D SANDMAN,else,49.265
CAROLE S BEN-MAIMON,french,83.558
ROBERT E BEAUCHAMP,british,73.909
LEWIS KLING,british,27.405
GEORGE STRAYTON,british,72.718
JOSEPH F ABELY,else,26.176
FRANK H JELLINEK JR,dutch,93.726
BURTON M. TANSKY,german,27.789
ROY G DORRANCE,british,70.494
HEIDI HUTTER,german,65.281
SYLVIA SUMMERS,british,48.254
HAROLD A FICK,british,41.232
ALFRED R GLANCY III,british,78.577
DAVID G GARTZKE,german,84.847
JAMES H MOAR,british,35.873
IRL F ENGELHARDT,german,76.279
MICHAEL M. MURPHY,else,42.654
GLENN F TILTON,else,39.641
D. MICHAEL JONES,british,56.403
GERALD A POTTHOFF,german,46.391
WILLIAM D. DAVIS,british,59.947
RICHARD B. KELSON,british,53.269
PAPKEN DER TOROSSIAN,british,24.836
CARLOS A SALADRIGAS,spanish,91.205
J. ROBERT HALL,british,61.965
HAROLD D COPPERMAN,dutch,74.15
ANDREW J PAINE JR,british,69.957
JAMES J ABEL,british,30.621
TERRENCE O'DONNELL,else,25.068
RALPH C STAYER,else,31.68
THOMAS R. BARUCH,german,39.945
HUNTER R. RAWLINGS III,else,48.616
BRADFORD M. FREEMAN,zimbabwean,40.534
FRANK V. ATLEE III,else,40.413
MARY G. PUMA,zimbabwean,78.068
GARY P FAYARD,british,36.329
JAMES A HERICKHOFF,british,74.299
DONALD E STEEN,british,67.096
BARB J SAMARDZICH,swedish,21.152
JAMES E BUNCHER,british,57.048
PEGGY GORDON MILLER,british,46.927
KIRK A. BENSON,else,62.745
ROBERT O RONDEAU,french,67.913
SARAH W. BLUMENSTEIN,german,48.536
ARTHUR K LUND,danish,59.694
TIMOTHY M. MANGANELLO,zimbabwean,26.628
REUBEN WASSERMAN,british,59.414
ANDREW S JHAWAR,british,71.156
RONALD H WENDER,dutch,27.376
BRIAN J KENNEDY,british,59.566
JULIE SILCOCK,british,68.082
JAMES R. BOLDT,danish,49.876
KENNETH C DONAHEY,british,57.226
CHRISTOPHER PERRY,british,89.99
PETER DINAN,hungarian,42.523
CHRISTOPHER C. BERGEN,british,45.5
LAWRENCE A. SALA,else,27.849
JONATHAN J. RUBINSTEIN,else,34.046
GARY C GERHARDT,british,76.12
ROBERT J HUTCHINSON,british,85.518
KEVIN DENUCCIO,italian,90.084
DONALD E. MOREL JR.,else,88.957
JOHN B. BALOUSEK,greek,19.672
DANIEL VASELLA,italian,66.529
JAMES H. TATE,else,49.382
FERRELL P MCCLEAN,else,89.847
VINCENT MCMAHON,else,41.982
DAVID MCALLISTER,british,52.186
DAVID J ROLFS,else,22.726
PAUL B. EDGERLEY,british,72.751
KENNETH A LONGACRE,else,67.15
DAVID RAMAKER,dutch,51.754
JAN L. MURLEY,british,21.841
COLLEEN KHOURY,french,23.758
GEORGE E NORCROSS III,japanese,25.154
JACK FULLER,danish,44.46
SEYMOUR SCHULICH,russian,79.708
BERGEIN F OVERHOLT,danish,76.512
W. CHRISTOPHER WELLBORN,swedish,83.705
GLENN J. RUFRANO,else,46.596
HARRIET EDELMAN,dutch,77.34
FRANK M HENNESSEY,british,34.61
DENNIS BROWN,british,37.423
J LANNI,italian,58.61
STUART E. EIZENSTAT,british,88.035
ROBERT J. DARRETTA,british,29.792
KATHLEEN DAHLBERG,danish,71.114
GORDON EUBANKS,else,54.372
CHRISTOPHER COUGHLIN,british,72.844
RICHARD R DEVENUTI,else,17.416
CATHERINE R. KINNEY,british,67.835
BALAKRISHNAN S. IYER,indian,98.108
PENELOPE HERSCHER,german,33.18
TERRY E LONDON,british,65.073
KLAUS J MANGOLD,danish,90.695
CLAYTON M. JONES,british,35.418
COLLIN P. BARON,british,68.975
JOCHEN KRAUTTER,german,98.426
WILLIAM E STRICKLAND JR,british,50.937
PIERRE LASSONDE,french,93.962
RAYMOND H BOTTORF,german,42.289
RAYMOND OPPEL,dutch,76.646
WILLIAM H. ADAMS III,else,39.193
MARTYN R. REDGRAVE,british,98.808
MICHAEL A. MCMANUS JR.,else,77.073
BRENT A. ORRICO,german,26.112
ROGER H. BALLOU,british,39.912
WAYNE T. SMITH,british,86.332
FRANCIS  J LUNGER,british,37.603
RONALD F. GREEN,british,52.016
DAVID L LANE,british,38.549
ROBERT E. SWITZ,polish,49.277
TIM M POLLAK,british,30.63
ROSANNE HAGGERTY,british,67.76
ARTHUR SULZBERGER JR,else,47.042
MATTHEW GOLDSTEIN,british,39.637
CHRISTOPHER KEARNEY,british,59.432
WILLIAM J. SCHOLLE,danish,62.981
BARBARA B. HILL,british,83.525
KENNETH BERNSTEIN,else,37.435
JAMES T. RHODES,british,83.251
CHRISTOPHER SEAVER,british,86.15
ROBERT L HETZLER,german,21.477
ANDREW G. MILLS,british,82.937
BARRY P HOFFMAN,british,66.825
CHARLES R RINEHART,dutch,33.208
RONALD S. BEARD,british,78.689
NICOLAS SEYDOUX,french,97.641
WILLIAM RANDON,british,48.598
DAVID E. MORAN,else,56.316
JAMES R. SWARTZ,british,61.665
VICTOR ADAMO,nigerian,77.608
DENIS J. CALLAGHAN,else,31.173
JACK L. STAHL,danish,20.216
JAMES A URDAN,else,86.74
MICHAEL E LEHMAN,swedish,31.427
JOSEPH W. SAUNDERS,dutch,22.671
MOHAN S. GYANI,indian,78.0
MATTHEW W. EMMENS,british,79.587
JOHN RUTHERFURD JR,else,83.888
NORMAN GOLD,british,22.578
DAN O DINGES,romanian,40.907
JANE HENNEY,british,69.138
STEVEN V. LANT,british,91.373
DAVID A. ROBERTS,british,49.914
ANN BERZIN,french,39.035
PATRICK MOORE,french,35.92
PATRICK F STONE,british,46.215
RANDOLPH W. WESTERFIELD,british,30.467
ERNEST E. JONES,british,66.11
